NCM;DESCRICAO
83061000;- Sinos, campainhas, gongos e artigos semelhantes
83062;- Estatuetas e outros objetos de ornamenta  o:
83062100;-- Prateados, dourados ou platinados
83062900;-- Outros
83063000;"- Molduras para fotografias, gravuras ou semelhantes; espelhos"
8307;Tubos flex veis de metais comuns, mesmo com acess rios.
830710;- De ferro ou a o
83071010;Do tipo utilizado na explora  o submarina de petr leo ou g s, constitu dos por camadas flex veis de a o e camadas de pl stico, de di metro interior superior a 254 mm
83071090;Outros
83079000;- De outros metais comuns
8308;"Fechos, arma  es com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artigos semelhantes, de metais comuns, para vestu rio ou acess rios de vestu rio, cal ado, joalheria, rel gios de pulso, livros, encerados, artigos de couro, artigos de seleiro, artigos de viagem, ou para outras confec  es; rebites tubulares ou de haste fendida, de metais comuns; contas e lantejoulas, de metais comuns."
83081000;- Grampos, colchetes e ilhoses
83082000;- Rebites tubulares ou de haste fendida
830890;- Outros, incluindo as partes
83089010;Fivelas
83089020;Contas e lantejoulas
83089090;Outros
8309;Rolhas, tampas e c psulas para garrafas (incluindo as c psulas de coroa, as rolhas e c psulas, de rosca, e as rolhas vertedoras), batoques ou tamp es roscados, protetores de batoques ou de tamp es, selos de garantia e outros acess rios para embalagem, de metais comuns.
83091000;- C psulas de coroa
83099000;- Outros
83100000;Placas indicadoras, placas sinalizadoras, placas-endere os e placas semelhantes, n meros, letras e sinais diversos, de metais comuns, exceto os da posi  o 94.05.
8311;"Fios, varetas, tubos, chapas, eletrodos e artigos semelhantes, de metais comuns ou de carbonetos met licos, revestidos interior ou exteriormente de decapantes ou de fundentes, para soldadura ou dep sito de metal ou de carbonetos met licos; fios e varetas, de p s de metais comuns aglomerados, para metaliza  o por proje  o."
83111000;- Eletrodos revestidos exteriormente para soldar a arco, de metais comuns
83112000;- Fios revestidos interiormente para soldar a arco, de metais comuns
83113000;- Varetas revestidas exteriormente e fios revestidos interiormente, para soldar   chama, de metais comuns
83119000;- Outros
84;Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mec nicos, e suas partes.
8401;"Reatores nucleares; elementos combust veis (cartuchos) n o irradiados, para reatores nucleares; m quinas e aparelhos para a separa  o de is topos."
84011000;- Reatores nucleares
84012000;- M quinas e aparelhos para a separa  o de is topos, e suas partes
84013000;- Elementos combust veis (cartuchos) n o irradiados
84014000;- Partes de reatores nucleares
8402;"Caldeiras de vapor (geradores de vapor), excluindo as caldeiras para aquecimento central concebidas para produ  o de  gua quente e vapor de baixa press o; caldeiras denominadas ""de  gua superaquecida""."
84021;- Caldeiras de vapor:
84021100;-- Caldeiras aquatubulares com produ  o de vapor superior a 45 t por hora
84021200;-- Caldeiras aquatubulares com produ  o de vapor n o superior a 45 t por hora
84021900;-- Outras caldeiras para produ  o de vapor, incluindo as caldeiras mistas
84022000;"- Caldeiras denominadas ""de  gua superaquecida"""
84029000;- Partes
8403;Caldeiras para aquecimento central, exceto as da posi  o 84.02.
840310;- Caldeiras
84031010;Com capacidade inferior ou igual a 200.000 kcal/hora
84031090;Outras
84039000;- Partes
8404;"Aparelhos auxiliares para caldeiras das posi  es 84.02 ou 84.03 (por exemplo, economizadores, superaquecedores, aparelhos de limpeza de tubos ou de recupera  o de g s); condensadores para m quinas a vapor."
840410;- Aparelhos auxiliares para caldeiras das posi  es 84.02 ou 84.03
84041010;Da posi  o 84.02
84041020;Da posi  o 84.03
84042000;- Condensadores para m quinas a vapor
840490;- Partes
84049010;De aparelhos auxiliares para caldeiras da posi  o 84.02
84049090;Outras
8405;"Geradores de g s de ar (g s pobre) ou de g s de  gua, mesmo com depuradores; geradores de acetileno e geradores semelhantes de g s, operados a  gua, mesmo com depuradores."
84051000;"- Geradores de g s de ar (g s pobre) ou de g s de  gua, mesmo com depuradores; geradores de acetileno e geradores semelhantes de g s, operados a  gua, mesmo com depuradores"
84059000;- Partes
8406;Turbinas a vapor.
84061000;- Turbinas para propuls o de embarca  es
84068;- Outras turbinas:
84068100;-- De pot ncia superior a 40 MW
84068200;-- De pot ncia n o superior a 40 MW
840690;- Partes
8406901;Rotores
84069011;De turbinas a rea  o, de m ltiplos est gios
84069019;Outras
8406902;Palhetas
84069021;Fixas (de estator)
84069029;Outras
84069090;Outras
8407;Motores de pist o, alternativo ou rotativo, de igni  o por centelha (fa sca) (motores de explos o).
84071000;- Motores para avia  o
84072;- Motores para propuls o de embarca  es:
840721;-- Do tipo fora de borda
84072110;Monocil ndricos
84072190;Outros
840729;-- Outros
84072910;Monocil ndricos
84072990;Outros
84073;- Motores de pist o alternativo do tipo utilizado para propuls o de ve culos do Cap tulo 87:
840731;-- De cilindrada n o superior a 50 cm3
84073110;Monocil ndricos
84073190;Outros
84073200;-- De cilindrada superior a 50 cm3, mas n o superior a 250 cm3
840733;-- De cilindrada superior a 250 cm3, mas n o superior a 1.000 cm3
84073310;Monocil ndricos
84073390;Outros
840734;-- De cilindrada superior a 1.000 cm3
84073410;Monocil ndricos
84073490;Outros
84079000;- Outros motores
8408;Motores de pist o, de igni  o por compress o (motores diesel ou semidiesel).
840810;- Motores para propuls o de embarca  es
84081010;Do tipo fora de borda
84081090;Outros
840820;- Motores do tipo utilizado para propuls o de ve culos do Cap tulo 87
84082010;De cilindrada inferior ou igual a 1.500 cm3
84082020;De cilindrada superior a 1.500 cm3, mas n o superior a 2.500 cm3
84082030;De cilindrada superior a 2.500 cm3, mas n o superior a 3.500 cm3
84082090;Outros
840890;- Outros motores
84089010;Estacion rios, de pot ncia normal ISO superior a 497,5 kW (663 HP), segundo Norma ISO 3046/1
84089090;Outros
8409;Partes reconhec veis como exclusiva ou principalmente destinadas aos motores das posi  es 84.07 ou 84.08.
84091000;- De motores para avia  o
84099;- Outras:
840991;-- Reconhec veis como exclusiva ou principalmente destinadas aos motores de pist o, de igni  o por centelha (fa sca)
8409911;Bielas, blocos de cilindros, cabe otes, c rteres, carburadores, v lvulas de admiss o ou de escape, coletores de admiss o ou de escape, an is de segmento e guias de v lvulas
84099111;Bielas
84099112;Blocos de cilindros, cabe otes e c rteres
84099113;Carburadores, com bomba e dispositivo de compensa  o de n vel de combust vel incorporados, ambos a membrana, de di metro de venturi inferior ou igual a 22,8 mm e peso inferior ou igual a 280 g
84099114;V lvulas de admiss o ou de escape
84099115;Coletores de admiss o ou de escape
84099116;An is de segmento
84099117;Guias de v lvulas
84099118;Outros carburadores
84099120;Pist es ou  mbolos
84099130;Camisas de cilindro
84099140;Sistema de inje  o eletr nica
84099190;Outras
840999;-- Outras
8409991;Blocos de cilindros, c rteres, v lvulas de admiss o ou de escape, coletores de admiss o ou escape e guias de v lvulas
84099912;Blocos de cilindros e c rteres
84099914;V lvulas de admiss o ou de escape
84099915;Coletores de admiss o ou de escape
84099917;Guias de v lvulas
8409992;Pist es ou  mbolos
84099921;De di metro igual ou superior a 200 mm
84099929;Outros
84099930;Camisas de cilindro
8409994;Bielas
84099941;De peso igual ou superior a 30 kg
84099949;Outras
8409995;Cabe otes
84099951;De di metro igual ou superior a 200 mm
84099959;Outros
8409996;Bicos injetores (incluindo os porta-injetores)
84099961;De di metro igual ou superior a 20 mm
84099969;Outros
8409997;An is de segmento
84099971;De di metro igual ou superior a 200 mm
84099979;Outros
8409999;Outras
84099991;Camisas de cilindro soldadas a cabe otes, de di metro igual ou superior a 200 mm
84099999;Outras
8410;Turbinas hidr ulicas, rodas hidr ulicas, e seus reguladores.
84101;- Turbinas e rodas hidr ulicas:
84101100;-- De pot ncia n o superior a 1.000 kW
84101200;-- De pot ncia superior a 1.000 kW, mas n o superior a 10.000 kW
84101300;-- De pot ncia superior a 10.000 kW
84109000;- Partes, incluindo os reguladores
8411;Turborreatores, turbopropulsores e outras turbinas a g s.
84111;- Turborreatores:
84111100;-- De empuxo (impulso*) n o superior a 25 kN
84111200;-- De empuxo (impulso*) superior a 25 kN
84112;- Turbopropulsores:
84112100;-- De pot ncia n o superior a 1.100 kW
84112200;-- De pot ncia superior a 1.100 kW
84118;- Outras turbinas a g s:
84118100;-- De pot ncia n o superior a 5.000 kW
84118200;-- De pot ncia superior a 5.000 kW
84119;- Partes:
84119100;-- De turborreatores ou de turbopropulsores
84119900;-- Outras
8412;Outros motores e m quinas motrizes.
84121000;- Propulsores a rea  o, excluindo os turborreatores
84122;- Motores hidr ulicos:
841221;-- De movimento retil neo (cilindros)
84122110;Cilindros hidr ulicos
84122190;Outros
84122900;-- Outros
84123;- Motores pneum ticos:
841231;-- De movimento retil neo (cilindros)
84123110;Cilindros pneum ticos
84123190;Outros
84123900;-- Outros
84128000;- Outros
841290;- Partes
84129010;De propulsores a rea  o
84129080;De m quinas das subposi  es 8412.21 ou 8412.31
84129090;Outras
8413;"Bombas para l quidos, mesmo com dispositivo medidor; elevadores de l quidos."
84131;- Bombas com dispositivo medidor ou concebidas para comport -lo:
84131100;-- Bombas para distribui  o de combust veis ou lubrificantes, do tipo utilizado em postos (esta  es) de servi o ou garagens
84131900;-- Outras
84132000;- Bombas manuais, exceto das subposi  es 8413.11 ou 8413.19
841330;- Bombas para combust veis, lubrificantes ou l quidos de arrefecimento, pr prias para motores de igni  o por centelha (fa sca) ou por compress o
84133010;Para gasolina ou  lcool
84133020;Injetoras de combust vel para motor de igni  o por compress o
84133030;Para  leo lubrificante
84133090;Outras
84134000;- Bombas para concreto (bet o)
841350;- Outras bombas volum tricas alternativas
84135010;De pot ncia superior a 3,73 kW (5 HP), mas n o superior a 447,42 kW (600 HP), exclu das as para oxig nio l quido
84135090;Outras
841360;- Outras bombas volum tricas rotativas
8413601;De vaz o inferior ou igual a 300 l/min
84136011;De engrenagem
84136019;Outras
84136090;Outras
841370;- Outras bombas centr fugas
84137010;Eletrobombas submers veis
84137080;Outras, de vaz o inferior ou igual a 300 l/min
84137090;Outras
84138;"- Outras bombas; elevadores de l quidos:"
84138100;-- Bombas
84138200;-- Elevadores de l quidos
84139;- Partes:
841391;-- De bombas
84139110;Hastes de bombeamento, do tipo utilizado para extra  o de petr leo
84139190;Outras
84139200;-- De elevadores de l quidos
8414;"Bombas de ar ou de v cuo, compressores de ar ou de outros gases e ventiladores; coifas aspirantes (exaustores) para extra  o ou reciclagem, com ventilador incorporado, mesmo filtrantes; cabinas (c maras) de seguran a biol gica estanques aos gases, mesmo filtrantes."
84141000;- Bombas de v cuo
84142000;- Bombas de ar, de m o ou de p
841430;- Compressores do tipo utilizado nos equipamentos frigor ficos
8414301;Motocompressores herm ticos
84143011;Com capacidade inferior a 4.700 frigorias/hora
84143019;Outros
8414309;Outros
84143091;Com capacidade inferior ou igual a 16.000 frigorias/hora
84143099;Outros
841440;- Compressores de ar montados sobre chassis com rodas e reboc veis
84144010;De deslocamento alternativo
84144020;De parafuso
84144090;Outros
84145;- Ventiladores:
841451;-- Ventiladores de mesa, de assentar no solo, de parede, de teto ou de janela, com motor el trico incorporado de pot ncia n o superior a 125 W
84145110;De mesa
84145120;De teto
84145190;Outros
841459;-- Outros
84145910;Microventiladores com  rea de carca a inferior a 90 cm2
84145990;Outros
84146000;- Coifas aspirantes (exaustores) com dimens o horizontal m xima n o superior a 120 cm
84147000;- Cabinas (c maras) de seguran a biol gica estanques aos gases
841480;- Outros
8414801;Compressores de ar
84148011;Estacion rios, de pist o
84148012;De parafuso
84148013;De l bulos paralelos (tipo Roots)
84148019;Outros
8414802;Turbocompressores de ar
84148021;Turboalimentadores de ar, de peso inferior ou igual a 50 kg para motores das posi  es 84.07 ou 84.08, acionado pelos gases de escapamento dos mesmos
84148022;Turboalimentadores de ar, de peso superior a 50 kg para motores das posi  es 84.07 ou 84.08, acionados pelos gases de escapamento dos mesmos
84148029;Outros
8414803;Compressores de gases (exceto ar)
84148031;De pist o
84148032;De parafuso
84148033;Centr fugos, de vaz o m xima inferior a 22.000 m3/h
84148038;Outros compressores centr fugos
84148039;Outros
84148090;Outros
841490;- Partes
84149010;De bombas
84149020;De ventiladores ou coifas aspirantes
8414903;De compressores
84149031;Pist es ou  mbolos
84149032;An is de segmento
84149033;Blocos de cilindros, cabe otes e c rteres
84149034;V lvulas
84149039;Outras
84149040;De cabinas (c maras) de seguran a
8415;M quinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos pr prios para modificar a temperatura e a umidade, incluindo as m quinas e aparelhos em que a umidade n o seja regul vel separadamente.
841510;- Do tipo concebido para ser fixado numa janela, parede, teto ou piso (pavimento), formando um corpo  nico ou do tipo split-system (sistema com elementos separados)
8415101;Com capacidade inferior ou igual a 30.000 frigorias/hora
84151011;Do tipo split-system (sistema com elementos separados)
84151019;Outros
84151090;Outros
841520;- Do tipo utilizado para o conforto dos passageiros nos ve culos autom veis
84152010;Com capacidade inferior ou igual a 30.000 frigorias/hora
84152090;Outros
84158;- Outros:
841581;-- Com dispositivo de refrigera  o e v lvula de invers o do ciclo t rmico (bombas de calor revers veis)
84158110;Com capacidade inferior ou igual a 30.000 frigorias/hora
84158190;Outros
841582;-- Outros, com dispositivo de refrigera  o
84158210;Com capacidade inferior ou igual a 30.000 frigorias/hora
84158290;Outros
84158300;-- Sem dispositivo de refrigera  o
841590;- Partes
84159010;Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora
84159020;Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora
84159090;Outras
8416;"Queimadores para alimenta  o de fornalhas de combust veis l quidos, combust veis s lidos pulverizados ou de g s; fornalhas autom ticas, incluindo as antefornalhas, grelhas mec nicas, descarregadores mec nicos de cinzas e dispositivos semelhantes."
84161000;- Queimadores de combust veis l quidos
841620;- Outros queimadores, incluindo os mistos
84162010;De gases
84162090;Outros
84163000;- Fornalhas autom ticas, incluindo as antefornalhas, grelhas mec nicas, descarregadores mec nicos de cinzas e dispositivos semelhantes
84169000;- Partes
8417;Fornos industriais ou de laborat rio, incluindo os incineradores, n o el tricos.
841710;- Fornos para ustula  o, fus o ou outros tratamentos t rmicos de min rios ou de metais
84171010;Fornos industriais para fus o de metais
84171020;Fornos industriais para tratamento t rmico de metais
84171090;Outros
84172000;- Fornos de padaria, pastelaria ou para a ind stria de bolachas e biscoitos
841780;- Outros
84178010;Fornos industriais para cer mica
84178020;Fornos industriais para fus o de vidro
84178090;Outros
84179000;- Partes
8418;"Refrigeradores, congeladores (freezers) e outros materiais, m quinas e aparelhos, para a produ  o de frio, com equipamento el trico ou outro; bombas de calor, exceto as m quinas e aparelhos de ar-condicionado da posi  o 84.15."
84181000;- Combina  es de refrigeradores e congeladores (freezers), munidos de portas ou gavetas exteriores separadas, ou de uma combina  o desses elementos
84182;- Refrigeradores do tipo dom stico:
84182100;-- De compress o
84182900;-- Outros
84183000;- Congeladores (freezers) horizontais (arcas), de capacidade n o superior a 800 l
84184000;- Congeladores (freezers) verticais, de capacidade n o superior a 900 l
841850;- Outros m veis (arcas, arm rios, vitrines, balc es e m veis semelhantes) para a conserva  o e exposi  o de produtos, que incorporem um equipamento para a produ  o de frio
84185010;Congeladores (freezers)
84185090;Outros
84186;"- Outros materiais, m quinas e aparelhos, para a produ  o de frio; bombas de calor:"
84186100;-- Bombas de calor, exceto as m quinas e aparelhos de ar-condicionado da posi  o 84.15
841869;-- Outros
84186910;M quinas n o dom sticas para prepara  o de sorvetes
84186920;Resfriadores de leite
8418693;Unidades fornecedoras de  gua, sucos ou bebidas carbonatadas
84186931;De  gua ou sucos
84186932;De bebidas carbonatadas
84186940;Grupos frigor ficos de compress o com capacidade inferior ou igual a 30.000 frigorias/hora
8418699;Outros
84186991;Resfriadores de  gua, de absor  o por brometo de l tio
84186999;Outros
84189;- Partes:
84189100;-- M veis concebidos para receber um equipamento para a produ  o de frio
84189900;-- Outras
8419;"Aparelhos, dispositivos ou equipamentos de laborat rio, mesmo aquecidos eletricamente (exceto os fornos e outros aparelhos da posi  o 85.14), para tratamento de mat rias por meio de opera  es que impliquem mudan a de temperatura, tais como aquecimento, cozimento, torrefa  o, destila  o, retifica  o, esteriliza  o, pasteuriza  o, estufagem, secagem, evapora  o, vaporiza  o, condensa  o ou arrefecimento, exceto os de uso dom stico; aquecedores de  gua n o el tricos, de aquecimento instant neo ou de acumula  o."
84191;- Aquecedores de  gua n o el tricos, de aquecimento instant neo ou de acumula  o:
84191100;-- De aquecimento instant neo, a g s
84191200;-- Aquecedores de  gua solares
84191900;-- Outros
84192000;- Esterilizadores m dico-cir rgicos ou de laborat rio
84193;- Secadores:
84193300;-- Aparelhos de liofiliza  o, aparelhos de criodesseca  o e secadores por pulveriza  o
84193400;-- Outros, para produtos agr colas
84193500;-- Outros, para madeiras, pastas de papel, papel ou cart o
84193900;-- Outros
841940;- Aparelhos de destila  o ou de retifica  o
84194010;De destila  o de  gua
84194020;De destila  o ou retifica  o de  lcoois e outros fluidos vol teis ou de hidrocarbonetos
84194090;Outros
841950;- Trocadores (permutadores) de calor
84195010;De placas
8419502;Tubulares
84195021;Met licos
84195022;De grafita
84195029;Outros
84195090;Outros
84196000;- Aparelhos e dispositivos para liquefa  o do ar ou de outros gases
84198;- Outros aparelhos e dispositivos:
841981;-- Para prepara  o de bebidas quentes ou para cozimento ou aquecimento de alimentos
84198110;Autoclaves
84198190;Outros
841989;-- Outros
8419891;Esterilizadores
84198911;De alimentos, mediante Ultra Alta Temperatura (UHT - Ultra High Temperature) por inje  o direta de vapor, com capacidade igual ou superior a 6.500 l/h
84198919;Outros
84198920;Estufas
84198930;Torrefadores
84198940;Evaporadores
8419899;Outros
84198991;Recipiente refrigerador, com dispositivo de circula  o de fluido refrigerante
84198999;Outros
841990;- Partes
84199010;De aquecedores de  gua das subposi  es 8419.11 ou 8419.19
84199020;De colunas de destila  o ou de retifica  o
8419903;De trocadores de calor, de placas
84199031;Placa corrugada, de a o inoxid vel ou de alum nio, com superf cie de troca t rmica de  rea superior a 0,4 m2
84199039;Outras
84199040;De aparelhos ou dispositivos das subposi  es 8419.81 ou 8419.89
84199090;Outras
8420;Calandras e laminadores, exceto os destinados ao tratamento de metais ou vidro, e seus cilindros.
842010;- Calandras e laminadores
84201010;Para papel ou cart o
84201090;Outros
84209;- Partes:
84209100;-- Cilindros
84209900;-- Outras
8421;"Centrifugadores, incluindo os secadores centr fugos; aparelhos para filtrar ou depurar l quidos ou gases."
84211;- Centrifugadores, incluindo os secadores centr fugos:
842111;-- Desnatadeiras
84211110;Com capacidade de processamento de leite igual ou superior a 30.000 l/h
84211190;Outras
842112;-- Secadores de roupa
84211210;Com tambor de capacidade inferior ou igual a 23 l
84211290;Outros
842119;-- Outros
84211910;Centrifugadores para laborat rios de an lises, ensaios ou pesquisas cient ficas
84211990;Outros
84212;- Aparelhos para filtrar ou depurar l quidos:
84212100;-- Para filtrar ou depurar  gua
84212200;-- Para filtrar ou depurar bebidas, exceto  gua
84212300;-- Para filtrar carburantes ou  leos lubrificantes nos motores de igni  o por centelha (fa sca) ou por compress o
842129;-- Outros
8421291;Do tipo utilizado em hemodi lise
84212911;Capilares
84212919;Outros
84212920;Aparelho de osmose inversa
84212930;Filtros-prensa
84212990;Outros
84213;- Aparelhos para filtrar ou depurar gases:
84213100;-- Filtros de entrada de ar para motores de igni  o por centelha (fa sca) ou por compress o
84213200;-- Conversores catal ticos e filtros de part culas, mesmo combinados, para depurar ou filtrar os gases de escape dos motores de igni  o por centelha (fa sca) ou por compress o
842139;-- Outros
84213910;Filtros eletrost ticos
84213930;Concentradores de oxig nio por depura  o do ar, com capacidade de sa da inferior ou igual a 6 l/min
84213990;Outros
84219;- Partes:
842191;-- De centrifugadores, incluindo as dos secadores centr fugos
84219110;De secadores de roupa do item 8421.12.10
8421919;Outras
84219191;Tambores rotativos com pratos ou discos separadores, de peso superior a 300 kg
84219199;Outras
842199;-- Outras
84219910;De aparelhos para filtrar ou depurar gases, da subposi  o 8421.39
84219920;Do tipo utilizado em linhas de sangue para hemodi lise
8421999;Outras
84219991;Cartuchos de membrana de aparelhos de osmose inversa
84219999;Outras
8422;"M quinas de lavar lou a; m quinas e aparelhos para limpar ou secar garrafas ou outros recipientes; m quinas e aparelhos para encher, fechar, arrolhar ou rotular garrafas, caixas, latas, sacos ou outros recipientes; m quinas e aparelhos para capsular garrafas, vasos, tubos e recipientes semelhantes; outras m quinas e aparelhos para empacotar ou embalar mercadorias (incluindo as m quinas e aparelhos para embalar com pel cula termorretr til); m quinas e aparelhos para gaseificar bebidas."
84221;- M quinas de lavar lou a:
84221100;-- Do tipo dom stico
84221900;-- Outras
84222000;- M quinas e aparelhos para limpar ou secar garrafas ou outros recipientes
842230;"- M quinas e aparelhos para encher, fechar, arrolhar ou rotular garrafas, caixas, latas, sacos ou outros recipientes; m quinas e aparelhos para capsular garrafas, vasos, tubos e recipientes semelhantes; m quinas e aparelhos para gaseificar bebidas"
84223010;M quinas e aparelhos para encher, fechar, arrolhar, capsular ou rotular garrafas
8422302;"M quinas e aparelhos para encher, fechar, arrolhar ou rotular caixas, latas, sacos ou outros recipientes; M quinas e aparelhos para capsular vasos, tubos e recipientes semelhantes"
84223021;Para encher caixas ou sacos com p  ou gr os
84223022;Para encher e fechar embalagens confeccionadas com papel ou cart o dos subitens 4811.51.22 ou 4811.59.23, mesmo com dispositivo de rotulagem
84223023;Para encher e fechar recipientes tubulares flex veis (bisnagas), com capacidade igual ou superior a 100 unidades por minuto
84223029;Outros
84223030;Para gaseificar bebidas
842240;- Outras m quinas e aparelhos para empacotar ou embalar mercadorias (incluindo as m quinas e aparelhos para embalar com pel cula termorretr til)
84224010;Horizontais, pr prias para empacotamento de massas aliment cias longas (comprimento superior a 200 mm) em pacotes tipo almofadas (pillow pack), com capacidade de produ  o superior a 100 pacotes por minuto e controlador l gico program vel (CLP)
84224020;Autom tica, para embalar tubos ou barras de metal, em atados de peso inferior ou igual a 2.000 kg e comprimento inferior ou igual a 12 m
84224030;De empacotar embalagens confeccionadas com papel ou cart o dos subitens 4811.51.22 ou 4811.59.23 em caixas ou bandejas de papel ou cart o dobr veis, com capacidade igual ou superior a 5.000 embalagens por hora
84224090;Outros
842290;- Partes
84229010;De m quinas de lavar lou a, de uso dom stico
84229090;Outras
8423;"Aparelhos e instrumentos de pesagem, incluindo as b sculas e balan as para verificar pe as usinadas (fabricadas*), excluindo as balan as sens veis a pesos n o superiores a 5 cg; pesos para quaisquer balan as."
84231000;"- Balan as para pessoas, incluindo as balan as para beb s; balan as de uso dom stico"
84232000;- B sculas de pesagem cont nua em transportadores
842330;- B sculas de pesagem constante e balan as e b sculas ensacadoras ou doseadoras
8423301;Dosadoras
84233011;Com aparelhos perif ricos, que constituam unidade funcional
84233019;Outras
84233090;Outras
84238;- Outros aparelhos e instrumentos de pesagem:
842381;-- De capacidade n o superior a 30 kg
84238110;De mesa, com dispositivo registrador ou impressor de etiquetas
84238190;Outros
84238200;-- De capacidade superior a 30 kg, mas n o superior a 5.000 kg
84238900;-- Outros
842390;"- Pesos para quaisquer balan as; partes de aparelhos ou instrumentos de pesagem"
84239010;Pesos
8423902;Partes
84239021;De aparelhos ou instrumentos da subposi  o 8423.10
84239029;Outras
8424;"Aparelhos mec nicos (mesmo manuais) para projetar, dispersar ou pulverizar l quidos ou p s; extintores, mesmo carregados; pistolas aerogr ficas e aparelhos semelhantes; m quinas e aparelhos de jato de areia, de jato de vapor e aparelhos de jato semelhantes."
84241000;- Extintores, mesmo carregados
84242000;- Pistolas aerogr ficas e aparelhos semelhantes
842430;- M quinas e aparelhos de jato de areia, de jato de vapor e aparelhos de jato semelhantes
84243010;M quinas e aparelhos de desobstru  o de tubula  o ou de limpeza, por jato de  gua
84243020;De jato de areia pr pria para desgaste localizado de pe as de vestu rio
84243030;Perfuradoras por jato de  gua com press o de trabalho m xima igual ou superior a 10 MPa
84243090;Outros
84244;- Pulverizadores para agricultura ou horticultura:
84244100;-- Pulverizadores port teis
84244900;-- Outros
84248;- Outros aparelhos:
842482;-- Para agricultura ou horticultura
8424822;Irrigadores e sistemas de irriga  o
84248221;Por aspers o
84248229;Outros
84248290;Outros
842489;-- Outros
84248910;Aparelhos de pulveriza  o constitu dos por bot o de press o com bocal (tampa spray), v lvula do tipo aerossol, junta de estanqueidade (junta de canopla) e tubo de imers o, montados sobre um corpo met lico (canopla), do tipo utilizado para serem montados no gargalo de recipientes, para projetar l quidos, p s ou espumas
84248920;Aparelhos autom ticos para projetar lubrificantes sobre pneum ticos, que contenham uma esta  o de secagem por ar preaquecido e dispositivos para agarrar e movimentar pneum ticos
84248990;Outros
842490;- Partes
84249010;De aparelhos da subposi  o 8424.10 ou do item 8424.89.10
84249090;Outras
8425;"Talhas, cadernais e moit es; guinchos e cabrestantes; macacos."
84251;- Talhas, cadernais e moit es:
84251100;-- De motor el trico
842519;-- Outros
84251910;Talhas, cadernais e moit es, manuais
84251990;Outros
84253;"- Guinchos; cabrestantes:"
842531;-- De motor el trico
84253110;Com capacidade inferior ou igual a 100 t
84253190;Outros
842539;-- Outros
84253910;Com capacidade inferior ou igual a 100 t
84253990;Outros
84254;- Macacos:
84254100;-- Elevadores fixos de ve culos, para garagens (oficinas)
84254200;-- Outros macacos, hidr ulicos
842549;-- Outros
84254910;Manuais
84254990;Outros
8426;"C breas; guindastes, incluindo os de cabo; pontes rolantes, p rticos de descarga ou de movimenta  o, pontes-guindastes, carros-p rticos e carros-guindastes."
84261;- Pontes e vigas, rolantes, p rticos, pontes-guindastes e carros-p rticos:
84261100;-- Pontes e vigas, rolantes, de suportes fixos
84261200;-- P rticos m veis de pneum ticos e carros-p rticos
84261900;-- Outros
84262000;- Guindastes de torre
84263000;- Guindastes de p rtico
84264;- Outras m quinas e aparelhos, autopropulsados:
842641;-- De pneum ticos
84264110;Com deslocamento em sentido longitudinal, transversal e diagonal (tipo caranguejo) com capacidade de carga igual ou superior a 60 t
84264190;Outros
842649;-- Outros
84264910;De lagartas (esteiras), com capacidade de eleva  o igual ou superior a 70 t
84264990;Outros
84269;- Outras m quinas e aparelhos:
84269100;-- Pr prios para serem montados em ve culos rodovi rios
84269900;-- Outros
8427;"Empilhadeiras; outros ve culos para movimenta  o de carga e semelhantes, equipados com dispositivos de eleva  o."
842710;- Autopropulsados, de motor el trico
8427101;Empilhadeiras
84271011;De capacidade de carga superior a 6,5 t
84271019;Outras
84271090;Outros
842720;- Outros, autopropulsados
84272010;Empilhadeiras com capacidade de carga superior a 6,5 t
84272090;Outros
84279000;- Outros
8428;Outras m quinas e aparelhos de eleva  o, de carga, de descarga ou de movimenta  o (por exemplo, elevadores, escadas rolantes, transportadores, telef ricos).
84281000;- Elevadores e monta-cargas
842820;- Aparelhos elevadores ou transportadores, pneum ticos
84282010;Transportadores tubulares (transvasadores) m veis, acionados com motor de pot ncia superior a 90 kW (120 HP)
84282090;Outros
84283;- Outros aparelhos elevadores ou transportadores, de a  o cont nua, para mercadorias:
84283100;-- Especialmente concebidos para uso subterr neo
84283200;-- Outros, de ca amba (balde*)
84283300;-- Outros, de correia
842839;-- Outros
84283910;De correntes
84283920;De rolos motores
84283930;De pin as laterais, do tipo utilizado para o transporte de jornais
84283990;Outros
84284000;- Escadas e tapetes, rolantes
84286000;"- Telef ricos (incluindo as telecadeiras e os telesquis); mecanismos de tra  o para funiculares"
84287000;- Rob s industriais
842890;- Outras m quinas e aparelhos
84289010;Do tipo utilizado para desembarque de botes salva-vidas, motorizados ou providos de dispositivo de compensa  o de inclina  o
84289020;Transportadores-elevadores (transelevadores) autom ticos, de deslocamento horizontal sobre guias
84289030;M quina para forma  o de pilhas de jornais, dispostos em sentido alternado, de capacidade igual ou superior a 80.000 exemplares/h
84289090;Outros
