NCM;DESCRICAO
283660;- CARBONATO DE B RIO
28366010;COM UM TEOR DE BACO3 IGUAL OU SUPERIOR A 98 %, EM PESO
28366090;OUTROS
28369;- OUTROS:
28369100;-- CARBONATOS DE L TIO
28369200;-- CARBONATO DE ESTR NCIO
283699;-- OUTROS
2836991;CARBONATOS
28369911;DE MAGN SIO, DE DENSIDADE APARENTE INFERIOR A 200 KG/M3
28369912;DE ZIRC NIO
28369913;DE AM NIO COMERCIAL E OUTROS CARBONATOS DE AM NIO
28369919;OUTROS
28369920;PEROXOCARBONATOS (PERCARBONATOS)
2837;CIANETOS, OXICIANETOS E CIANETOS COMPLEXOS.
28371;- CIANETOS E OXICIANETOS:
28371100;-- DE S DIO
283719;-- OUTROS
2837191;CIANETOS
28371911;DE POT SSIO
28371912;DE ZINCO
28371914;DE COBRE I (CIANETO CUPROSO)
28371915;DE COBRE II (CIANETO C PRICO)
28371919;OUTROS
28371920;OXICIANETOS
283720;- CIANETOS COMPLEXOS
2837201;FERROCIANETOS
28372011;DE S DIO
28372012;DE FERRO II (FERROCIANETO FERROSO)
28372019;OUTROS
2837202;FERRICIANETOS
28372021;DE POT SSIO
28372022;DE FERRO II (FERRICIANETO FERROSO)
28372023;DE FERRO III (FERRICIANETO F RRICO)
28372029;OUTROS
28372090;OUTROS
2839;"SILICATOS; SILICATOS DOS METAIS ALCALINOS COMERCIAIS."
28391;- DE S DIO:
28391100;-- METASSILICATOS
28391900;-- OUTROS
283990;- OUTROS
28399010;DE MAGN SIO
28399020;DE ALUM NIO
28399030;DE ZIRC NIO
28399040;DE CHUMBO
28399050;DE POT SSIO
28399090;OUTROS
2840;"BORATOS; PEROXOBORATOS (PERBORATOS)."
28401;- TETRABORATO DISS DICO (B RAX REFINADO):
28401100;-- ANIDRO
28401900;-- OUTRO
28402000;- OUTROS BORATOS
28403000;- PEROXOBORATOS (PERBORATOS)
2841;SAIS DOS  CIDOS OXOMET LICOS OU PEROXOMET LICOS.
28413000;- DICROMATO DE S DIO
284150;"- OUTROS CROMATOS E DICROMATOS; PEROXOCROMATOS"
2841501;CROMATOS E DICROMATOS
28415011;"CROMATO DE AM NIO; DICROMATO DE AM NIO"
28415012;CROMATO DE POT SSIO
28415013;CROMATO DE S DIO
28415014;DICROMATO DE POT SSIO
28415015;CROMATO DE ZINCO
28415016;CROMATO DE CHUMBO
28415019;OUTROS
28415020;PEROXOCROMATOS
28416;- MANGANITOS, MANGANATOS E PERMANGANATOS:
28416100;-- PERMANGANATO DE POT SSIO
284169;-- OUTROS
28416910;MANGANITOS
28416920;MANGANATOS
28416930;PERMANGANATOS
284170;- MOLIBDATOS
28417010;DE AM NIO
28417020;DE S DIO
28417090;OUTROS
284180;- TUNGSTATOS (VOLFRAMATOS)
28418010;DE AM NIO
28418020;DE CHUMBO
28418090;OUTROS
284190;- OUTROS
2841901;TITANATOS
28419011;DE CHUMBO
28419012;DE B RIO OU DE BISMUTO
28419013;DE C LCIO OU DE ESTR NCIO
28419014;DE MAGN SIO
28419015;DE LANT NIO OU DE NEOD MIO
28419019;OUTROS
2841902;FERRITOS E FERRATOS
28419021;FERRITO DE B RIO
28419022;FERRITO DE ESTR NCIO
28419029;OUTROS
28419030;VANADATOS
2841904;ESTANATOS
28419041;DE B RIO
28419042;DE BISMUTO
28419043;DE C LCIO
28419049;OUTROS
28419050;PLUMBATOS
28419060;ANTIMONIATOS
28419070;ZINCATOS
2841908;ALUMINATOS
28419081;DE S DIO
28419082;DE MAGN SIO
28419083;DE BISMUTO
28419089;OUTROS
28419090;OUTROS
2842;OUTROS SAIS DOS  CIDOS OU PEROXO CIDOS INORG NICOS (INCLUINDO OS ALUMINOSSILICATOS DE CONSTITUI  O QU MICA DEFINIDA OU N O), EXCETO AS AZIDAS.
284210;- SILICATOS DUPLOS OU COMPLEXOS, INCLUINDO OS ALUMINOSSILICATOS DE CONSTITUI  O QU MICA DEFINIDA OU N O
28421010;ZE LITAS DO TIPO UTILIZADO COMO TROCADORES DE  ONS PARA O TRATAMENTO DE  GUAS
28421090;OUTROS
28429000;- OUTROS
2843;"METAIS PRECIOSOS NO ESTADO COLOIDAL; COMPOSTOS INORG NICOS OU ORG NICOS DE METAIS PRECIOSOS, DE CONSTITUI  O QU MICA DEFINIDA OU N O; AM LGAMAS DE METAIS PRECIOSOS."
28431000;- METAIS PRECIOSOS NO ESTADO COLOIDAL
28432;- COMPOSTOS DE PRATA:
28432100;-- NITRATO DE PRATA
284329;-- OUTROS
28432910;VITELINATO DE PRATA
28432990;OUTROS
284330;- COMPOSTOS DE OURO
28433010;SULFETO DE OURO EM DISPERS O DE GELATINA
28433090;OUTROS
284390;"- OUTROS COMPOSTOS; AM LGAMAS"
2843901;"DEXORMAPLATINA; ENLOPLATINA; IPROPLATINA; LOBAPLATINA; MIBOPLATINA; ORMAPLATINA; SEBRIPLATINA E ZENIPLATINA"
28439011;APRESENTADOS COMO MEDICAMENTOS
28439019;OUTROS
28439020;TRICLORETO DE RUT NIO EM SOLU  O AQUOSA COM UMA CONCENTRA  O IGUAL OU SUPERIOR A 17 %, MAS INFERIOR OU IGUAL A 27 %, EM PESO
28439030;CIDO HEXACLOROIR DICO EM SOLU  O AQUOSA COM UMA CONCENTRA  O IGUAL OU SUPERIOR A 17 %, MAS INFERIOR OU IGUAL A 27 %, EM PESO
28439040;TRICLORETO DE RUT NIO, EM P
28439090;OUTROS
2844;"ELEMENTOS QU MICOS RADIOATIVOS E IS TOPOS RADIOATIVOS (INCLUINDO OS ELEMENTOS QU MICOS E IS TOPOS F SSEIS (CIND VEIS) OU F RTEIS), E SEUS COMPOSTOS; MISTURAS E RES DUOS QUE CONTENHAM ESSES PRODUTOS."
28441000;"- UR NIO NATURAL E SEUS COMPOSTOS; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM UR NIO NATURAL OU COMPOSTOS DE UR NIO NATURAL"
28442000;"- UR NIO ENRIQUECIDO EM U 235 E SEUS COMPOSTOS; PLUT NIO E SEUS COMPOSTOS; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM UR NIO ENRIQUECIDO EM U 235, PLUT NIO OU COMPOSTOS DESTES PRODUTOS"
28443000;"- UR NIO EMPOBRECIDO EM U 235 E SEUS COMPOSTOS; T RIO E SEUS COMPOSTOS; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM UR NIO EMPOBRECIDO EM U 235, T RIO OU COMPOSTOS DESTES PRODUTOS"
28444;"- ELEMENTOS, IS TOPOS E COMPOSTOS, RADIOATIVOS, EXCETO OS DAS SUBPOSI  ES 2844.10, 2844.20 OU 2844.30; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM ESTES ELEMENTOS, IS TOPOS OU COMPOSTOS; RES DUOS RADIOATIVOS:"
28444100;"-- TR TIO E SEUS COMPOSTOS; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM TR TIO OU SEUS COMPOSTOS"
28444200;"-- ACT NIO-225, ACT NIO-227, CALIF RNIO-253, C RIO-240, C RIO-241, C RIO-242, C RIO-243, C RIO-244, EINST INIO-253, EINST INIO-254, GADOL NIO-148, POL NIO-208, POL NIO-209, POL NIO-210, R DIO-223, UR NIO-230 OU UR NIO-232, E SEUS COMPOSTOS; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM ESTES ELEMENTOS OU COMPOSTOS"
284443;"-- OUTROS ELEMENTOS, IS TOPOS E COMPOSTOS, RADIOATIVOS; LIGAS, DISPERS ES (INCLUINDO OS CERMETS), PRODUTOS CER MICOS E MISTURAS QUE CONTENHAM ESTES ELEMENTOS, IS TOPOS OU COMPOSTOS"
28444310;MOLIBD NIO-99 ABSORVIDO EM ALUMINA, APTO PARA A OBTEN  O DE TECN CIO-99 (REATIVO DE DIAGN STICO PARA MEDICINA NUCLEAR)
28444320;COBALTO-60
28444330;IODO-131
28444390;OUTROS
28444400;-- RES DUOS RADIOATIVOS
28445000;- ELEMENTOS COMBUST VEIS (CARTUCHOS) USADOS (IRRADIADOS) DE REATORES NUCLEARES
2845;"IS TOPOS N O INCLU DOS NA POSI  O 28.44; SEUS COMPOSTOS, INORG NICOS OU ORG NICOS, DE CONSTITUI  O QU MICA DEFINIDA OU N O."
28451000;-  GUA PESADA ( XIDO DE DEUT RIO)
28452000;- BORO ENRIQUECIDO EM BORO-10 E SEUS COMPOSTOS
28453000;- L TIO ENRIQUECIDO EM L TIO-6 E SEUS COMPOSTOS
28454000;- H LIO-3
28459000;- OUTROS
2846;COMPOSTOS, INORG NICOS OU ORG NICOS, DOS METAIS DAS TERRAS RARAS, DE  TRIO OU DE ESC NDIO OU DAS MISTURAS DESTES METAIS.
284610;- COMPOSTOS DE C RIO
28461010;XIDO C RICO
28461090;OUTROS
284690;- OUTROS
28469010;XIDO DE PRASEOD MIO
28469020;CLORETOS DOS DEMAIS METAIS DAS TERRAS RARAS
28469030;GADOPENTETATO DE DIMEGLUMINA
28469090;OUTROS
28470000;PER XIDO DE HIDROG NIO ( GUA OXIGENADA), MESMO SOLIDIFICADO COM UREIA.
2849;CARBONETOS DE CONSTITUI  O QU MICA DEFINIDA OU N O.
28491000;- DE C LCIO
28492000;- DE SIL CIO
284990;- OUTROS
28499010;DE BORO
28499020;DE T NTALO
28499030;DE TUNGST NIO (VOLFR MIO)
28499090;OUTROS
285000;HIDRETOS, NITRETOS, AZIDAS, SILICIETOS E BORETOS, DE CONSTITUI  O QU MICA DEFINIDA OU N O, EXCETO OS COMPOSTOS QUE CONSTITUAM IGUALMENTE CARBONETOS DA POSI  O 28.49.
28500010;NITRETO DE BORO
28500020;SILICIETO DE C LCIO
28500090;OUTROS
2852;COMPOSTOS, INORG NICOS OU ORG NICOS, DE MERC RIO, DE CONSTITUI  O QU MICA DEFINIDA OU N O, EXCETO AS AM LGAMAS.
285210;- DE CONSTITUI  O QU MICA DEFINIDA
2852101;COMPOSTOS INORG NICOS
28521011;XIDOS
28521012;CLORETO DE MERC RIO I (CLORETO MERCUROSO)
28521013;CLORETO DE MERC RIO II (CLORETO MERC RICO), PARA USO FOTOGR FICO, ACONDICIONADO PARA VENDA A RETALHO, PRONTO PARA UTILIZA  O
28521014;CLORETO DE MERC RIO II (CLORETO MERC RICO), APRESENTADO DE OUTRO MODO
28521019;OUTROS
2852102;COMPOSTOS ORG NICOS
28521021;ACETATO DE MERC RIO
28521022;TIMEROSAL
28521023;ESTEARATO DE MERC RIO
28521024;LACTATO DE MERC RIO
28521025;SALICILATO DE MERC RIO
28521029;OUTROS
28529000;- OUTROS
2853;"FOSFETOS, DE CONSTITUI  O QU MICA DEFINIDA OU N O, EXCETO FERROF SFOROS; OUTROS COMPOSTOS INORG NICOS (INCLUINDO AS  GUAS DESTILADAS OU DE CONDUTIBILIDADE E  GUAS DE IGUAL GRAU DE PUREZA); AR L QUIDO (INCLUINDO O AR L QUIDO CUJOS GASES RAROS FORAM ELIMINADOS); AR COMPRIMIDO; AM LGAMAS, EXCETO DE METAIS PRECIOSOS."
28531000;- CLORETO DE CIANOG NIO (CLOROCIANO)
285390;- OUTROS
2853901;FOSFETOS, DE CONSTITUI  O QU MICA DEFINIDA OU N O
28539011;DE ALUM NIO
28539012;DE MAGN SIO
28539013;DE COBRE (FOSFETOS DE COBRE), QUE CONTENHAM MAIS DE 15 %, EM PESO, DE F SFORO
28539019;OUTROS
28539020;CIANAMIDA E SEUS DERIVADOS MET LICOS
28539030;SULFOCLORETOS DE F SFORO
28539090;OUTROS
29;PRODUTOS QU MICOS ORG NICOS.
2901;HIDROCARBONETOS AC CLICOS.
29011000;- SATURADOS
29012;- N O SATURADOS:
29012100;-- ETILENO
29012200;-- PROPENO (PROPILENO)
29012300;-- BUTENO (BUTILENO) E SEUS IS MEROS
290124;-- BUTA-1,3-DIENO E ISOPRENO
29012410;BUTA-1,3-DIENO
29012420;ISOPRENO
29012900;-- OUTROS
2902;HIDROCARBONETOS C CLICOS.
29021;- CICL NICOS, CICL NICOS OU CICLOTERP NICOS:
29021100;-- CICLOEXANO
290219;-- OUTROS
29021910;LIMONENO
29021990;OUTROS
29022000;- BENZENO
29023000;- TOLUENO
29024;- XILENOS:
29024100;-- O-XILENO
29024200;-- M-XILENO
29024300;-- P-XILENO
29024400;-- MISTURA DE IS MEROS DO XILENO
29025000;- ESTIRENO
29026000;- ETILBENZENO
29027000;- CUMENO
290290;- OUTROS
29029010;DIFENILA (1,1'-BIFENILA)
29029020;NAFTALENO
29029030;ANTRACENO
29029040;ALFA-METILESTIRENO
29029090;OUTROS
2903;DERIVADOS HALOGENADOS DOS HIDROCARBONETOS.
29031;- DERIVADOS CLORADOS SATURADOS DOS HIDROCARBONETOS AC CLICOS:
290311;-- CLOROMETANO (CLORETO DE METILA) E CLOROETANO (CLORETO DE ETILA)
29031110;CLOROMETANO (CLORETO DE METILA)
29031120;CLOROETANO (CLORETO DE ETILA)
29031200;-- DICLOROMETANO (CLORETO DE METILENO)
29031300;-- CLOROF RMIO (TRICLOROMETANO)
29031400;-- TETRACLORETO DE CARBONO
29031500;-- DICLORETO DE ETILENO (ISO) (1,2-DICLOROETANO)
290319;-- OUTROS
29031910;1,1,1-TRICLOROETANO (METILCLOROF RMIO)
29031920;1,1,2-TRICLOROETANO
29031990;OUTROS
29032;- DERIVADOS CLORADOS N O SATURADOS DOS HIDROCARBONETOS AC CLICOS:
29032100;-- CLORETO DE VINILA (CLOROETILENO)
29032200;-- TRICLOROETILENO
29032300;-- TETRACLOROETILENO (PERCLOROETILENO)
290329;-- OUTROS
29032910;HEXACLOROBUTADIENO
29032990;OUTROS
29034;- DERIVADOS FLUORADOS SATURADOS DOS HIDROCARBONETOS AC CLICOS:
29034100;-- TRIFLUOROMETANO (HFC-23)
29034200;-- DIFLUOROMETANO (HFC-32)
29034300;-- FLUOROMETANO (HFC-41), 1,2-DIFLUOROETANO (HFC-152) E 1,1-DIFLUOROETANO (HFC-152A)
29034400;-- PENTAFLUOROETANO (HFC-125), 1,1,1-TRIFLUOROETANO (HFC-143A) E 1,1,2-TRIFLUOROETANO (HFC-143)
290345;-- 1,1,1,2-TETRAFLUOROETANO (HFC-134A) E 1,1,2,2-TETRAFLUOROETANO (HFC-134)
29034510;1,1,1,2-TETRAFLUOROETANO (HFC-134A)
29034520;1,1,2,2-TETRAFLUOROETANO (HFC-134)
29034600;-- 1,1,1,2,3,3,3-HEPTAFLUOROPROPANO (HFC-227EA), 1,1,1,2,2,3-HEXAFLUOROPROPANO (HFC-236CB), 1,1,1,2,3,3-HEXAFLUOROPROPANO (HFC-236EA) E 1,1,1,3,3,3-HEXAFLUOROPROPANO (HFC-236FA)
29034700;-- 1,1,1,3,3-PENTAFLUOROPROPANO (HFC-245FA) E 1,1,2,2,3-PENTAFLUOROPROPANO (HFC-245CA)
29034800;-- 1,1,1,3,3-PENTAFLUOROBUTANO (HFC-365MFC) E 1,1,1,2,2,3,4,5,5,5-DECAFLUOROPENTANO (HFC-43-10MEE)
29034900;-- OUTROS
29035;- DERIVADOS FLUORADOS N O SATURADOS DOS HIDROCARBONETOS AC CLICOS:
29035100;-- 2,3,3,3-TETRAFLUOROPROPENO (HFO-1234YF), 1,3,3,3-TETRAFLUOROPROPENO (HFO-1234ZE) E (Z)-1,1,1,4,4,4-HEXAFLUORO-2-BUTENO (HFO-1336MZZ)
290359;-- OUTROS
29035910;1,1,3,3,3-PENTAFLUORO-2-(TRIFLUOROMETIL)PROP-1-ENO
29035990;OUTROS
29036;- DERIVADOS BROMADOS OU IODADOS DOS HIDROCARBONETOS AC CLICOS:
29036100;-- BROMETO DE METILA (BROMOMETANO)
29036200;-- DIBROMETO DE ETILENO (ISO) (1,2-DIBROMOETANO)
290369;-- OUTROS
29036910;IODOETANO
29036920;IODOF RMIO
29036990;OUTROS
29037;- DERIVADOS HALOGENADOS DOS HIDROCARBONETOS AC CLICOS QUE CONTENHAM PELO MENOS DOIS HALOG NIOS DIFERENTES:
29037100;-- CLORODIFLUOROMETANO (HCFC-22)
29037200;-- DICLOROTRIFLUOROETANOS (HCFC-123)
29037300;-- DICLOROFLUOROETANOS (HCFC-141, 141B)
29037400;-- CLORODIFLUOROETANOS (HCFC-142, 142B)
29037500;-- DICLOROPENTAFLUOROPROPANOS (HCFC-225, 225CA, 225CB)
29037600;-- BROMOCLORODIFLUOROMETANO (HALON-1211), BROMOTRIFLUOROMETANO (HALON-1301) E DIBROMOTETRAFLUOROETANOS (HALON-2402)
290377;-- OUTROS, PERALOGENADOS UNICAMENTE COM FL OR E CLORO
2903771;DERIVADOS PERALOGENADOS DO METANO, UNICAMENTE COM FL OR E CLORO
29037711;TRICLOROFLUOROMETANO
29037712;DICLORODIFLUOROMETANO
29037713;CLOROTRIFLUOROMETANO
2903772;DERIVADOS PERALOGENADOS DO ETANO, UNICAMENTE COM FL OR E CLORO
29037721;TRICLOROTRIFLUOROETANOS
29037722;DICLOROTETRAFLUOROETANOS E CLOROPENTAFLUOROETANO
29037723;PENTACLOROFLUOROETANO
29037724;TETRACLORODIFLUOROETANOS
2903773;DERIVADOS PERALOGENADOS DO PROPANO, UNICAMENTE COM FL OR E CLORO
29037731;HEPTACLOROFLUOROPROPANOS
29037732;HEXACLORODIFLUOROPROPANOS
29037733;PENTACLOROTRIFLUOROPROPANOS
29037734;TETRACLOROTETRAFLUOROPROPANOS
29037735;TRICLOROPENTAFLUOROPROPANOS
29037736;DICLOROEXAFLUOROPROPANOS
29037737;CLOROEPTAFLUOROPROPANOS
29037790;OUTROS
29037800;-- OUTROS DERIVADOS PERALOGENADOS
290379;-- OUTROS
2903791;DERIVADOS DO METANO, ETANO OU PROPANO, HALOGENADOS UNICAMENTE COM FL OR E CLORO
29037911;CLOROFLUOROETANOS
29037912;CLOROTETRAFLUOROETANOS
29037919;OUTROS
29037920;DERIVADOS DO METANO, ETANO OU PROPANO, HALOGENADOS UNICAMENTE COM FL OR E BROMO
2903793;BROMOCLOROTRIFLUOROETANOS
29037931;HALOTANO
29037939;OUTROS
29037990;OUTROS
29038;- DERIVADOS HALOGENADOS DOS HIDROCARBONETOS CICL NICOS, CICL NICOS OU CICLOTERP NICOS:
290381;-- 1,2,3,4,5,6-HEXACLOROCICLOEXANO (HCH (ISO)), INCLUINDO O LINDANO (ISO, DCI)
29038110;LINDANO (GAMA-HEXACLOROCICLOEXANO)
29038120;ALFA-HEXACLOROCICLOEXANO
29038130;BETA-HEXACLOROCICLOEXANO
29038190;OUTROS
290382;-- ALDRIN (ISO), CLORDANO (ISO) E HEPTACLORO (ISO)
29038210;ALDRIN
29038220;CLORDANO
29038230;HEPTACLORO
29038300;-- MIREX (ISO)
290389;-- OUTROS
29038910;HEXABROMOCICLODODECANOS (HBCD)
29038990;OUTROS
29039;- DERIVADOS HALOGENADOS DOS HIDROCARBONETOS AROM TICOS:
290391;-- CLOROBENZENO, O-DICLOROBENZENO E P-DICLOROBENZENO
29039110;CLOROBENZENO
29039120;O-DICLOROBENZENO
29039130;P-DICLOROBENZENO
290392;-- HEXACLOROBENZENO (ISO) E DDT (ISO) (CLOFENOTANO (DCI), 1,1,1-TRICLORO-2,2-BIS(P-CLOROFENIL)ETANO)
29039210;HEXACLOROBENZENO
29039220;DDT
29039300;-- PENTACLOROBENZENO (ISO)
29039400;-- HEXABROMOBIFENILAS
290399;-- OUTROS
2903991;DERIVADOS HALOGENADOS, UNICAMENTE COM CLORO
29039911;CLORETO DE BENZILA
29039912;P-CLOROTOLUENO
29039913;CLORETO DE NEOFILA
29039914;TRICLOROBENZENOS
29039915;CLORONAFTALENOS
29039916;CLORETO DE BENZILIDENO
29039917;CLORETOS DE XILILA
29039918;"BIFENILAS POLICLORADAS (PCB); TERFENILAS POLICLORADAS (PCT)"
29039919;OUTROS
2903992;DERIVADOS HALOGENADOS, UNICAMENTE COM BROMO
29039921;BROMOBENZENO
29039922;BROMETOS DE XILILA
29039923;BROMODIFENILMETANO
29039924;BIFENILAS POLIBROMADAS (PBB)
29039929;OUTROS
2903993;DERIVADOS HALOGENADOS, UNICAMENTE COM FL OR E CLORO
29039931;4-CLORO-ALFA,ALFA,ALFA-TRIFLUORTOLUENO
29039939;OUTROS
29039990;OUTROS
2904;DERIVADOS SULFONADOS, NITRADOS OU NITROSADOS DOS HIDROCARBONETOS, MESMO HALOGENADOS.
290410;- DERIVADOS APENAS SULFONADOS, SEUS SAIS E SEUS  STERES ET LICOS
2904101;CIDO METANOSSULF NICO E SEUS SAIS
29041011;CIDO METANOSSULF NICO
29041012;METANOSSULFONATO DE CHUMBO
29041013;METANOSSULFONATO DE ESTANHO
29041019;OUTROS
29041020;CIDO DODECILBENZENOSSULF NICO E SEUS SAIS
29041030;"CIDOS TOLUENOSSULF NICOS;  CIDOS XILENOSSULF NICOS; SAIS DESTES  CIDOS"
29041040;"CIDO ETANOSSULF NICO;  CIDO ETILENOSSULF NICO"
2904105;CIDOS NAFTALENOSSULF NICOS, SEUS SAIS E SEUS  STERES
29041051;NAFTALENOSSULFONATOS DE S DIO
29041052;CIDO BETA-NAFTALENOSSULF NICO
29041053;"CIDOS ALQUIL- E DIALQUILNAFTALENOSSULF NICOS; SAIS DESTES  CIDOS"
29041059;OUTROS
29041060;CIDO BENZENOSSULF NICO E SEUS SAIS
29041090;OUTROS
290420;- DERIVADOS APENAS NITRADOS OU APENAS NITROSADOS
29042010;MONONITROTOLUENOS (MNT)
29042020;NITROPROPANOS
29042030;DINITROTOLUENOS
2904204;TRINITROTOLUENOS
29042041;2,4,6-TRINITROTOLUENO (TNT)
29042049;OUTROS
2904205;DERIVADOS NITRADOS DO BENZENO
29042051;NITROBENZENO
29042052;1,3,5-TRINITROBENZENO
29042059;OUTROS
29042060;DERIVADOS NITRADOS DO XILENO
29042070;"MONONITROETANO; NITROMETANOS"
29042090;OUTROS
29043;-  CIDO PERFLUOROCTANO SULF NICO, SEUS SAIS E FLUORETO DE PERFLUOROCTANOSSULFONILA:
29043100;--  CIDO PERFLUOROCTANO SULF NICO
29043200;-- PERFLUOROCTANOSSULFONATO DE AM NIO
29043300;-- PERFLUOROCTANOSSULFONATO DE L TIO
29043400;-- PERFLUOROCTANOSSULFONATO DE POT SSIO
29043500;-- OUTROS SAIS DO  CIDO PERFLUOROCTANO SULF NICO
29043600;-- FLUORETO DE PERFLUOROCTANOSSULFONILA
29049;- OUTROS:
29049100;-- TRICLORONITROMETANO (CLOROPICRINA)
290499;-- OUTROS
2904991;DERIVADOS NITROALOGENADOS
29049911;1-CLORO-4-NITROBENZENO
29049912;1-CLORO-2,4-DINITROBENZENO
29049913;2-CLORO-1,3-DINITROBENZENO
29049914;4-CLORO-ALFA,ALFA,ALFA-TRIFLUOR-3,5-DINITROTOLUENO
29049915;"O-NITROCLOROBENZENO; M-NITROCLOROBENZENO"
29049916;1,2-DICLORO-4-NITROBENZENO
29049919;OUTROS
2904992;DERIVADOS NITROSSULFONADOS
29049921;CIDOS DINITROESTILBENODISSULF NICOS
29049929;OUTROS
29049930;CLORETO DE P-TOLUENOSSULFONILA (CLORETO DE TOSILA)
29049940;CLORETO DE O-TOLUENOSSULFONILA
29049990;OUTROS
2905;LCOOIS AC CLICOS E SEUS DERIVADOS HALOGENADOS, SULFONADOS, NITRADOS OU NITROSADOS.
29051;- MONO LCOOIS SATURADOS:
29051100;-- METANOL ( LCOOL MET LICO)
290512;-- PROPAN-1-OL ( LCOOL PROP LICO) E PROPAN-2-OL ( LCOOL ISOPROP LICO)
29051210;LCOOL PROP LICO
29051220;LCOOL ISOPROP LICO
29051300;-- BUTAN-1-OL ( LCOOL N-BUT LICO)
290514;-- OUTROS BUTAN IS
29051410;LCOOL ISOBUT LICO (2-METIL-1-PROPANOL)
29051420;LCOOL SEC-BUT LICO (2-BUTANOL)
29051430;LCOOL TER-BUT LICO (2-METIL-2-PROPANOL)
29051600;-- OCTANOL ( LCOOL OCT LICO) E SEUS IS MEROS
290517;-- DODECAN-1-OL ( LCOOL L URICO (LAUR LICO*)), HEXADECAN-1-OL ( LCOOL CET LICO) E OCTADECAN-1-OL ( LCOOL ESTE RICO)
29051710;LCOOL L URICO
29051720;LCOOL CET LICO
29051730;LCOOL ESTE RICO
290519;-- OUTROS
2905191;DECAN IS
29051911;N-DECANOL
29051912;ISODECANOL
29051919;OUTROS
2905192;ALCOOLATOS MET LICOS
29051921;ETILATO DE MAGN SIO
29051922;METILATO DE S DIO
29051923;ETILATO DE S DIO
29051929;OUTROS
2905199;OUTROS
29051991;4-METILPENTAN-2-OL
29051992;ISONONANOL
29051993;ISOTRIDECANOL
29051994;TETRA-HIDROLINALOL (3,7-DIMETILOCTAN-3-OL)
29051995;3,3-DIMETILBUTAN-2-OL ( LCOOL PINACOL LICO)
29051996;PENTANOL ( LCOOL AM LICO) E SEUS IS MEROS
29051999;OUTROS
29052;- MONO LCOOIS N O SATURADOS:
290522;--  LCOOIS TERP NICOS AC CLICOS
29052210;LINALOL
29052220;GERANIOL
29052230;DI-HIDROMIRCENOL (2,6-DIMETIL-7-OCTEN-2-OL)
29052290;OUTROS
290529;-- OUTROS
29052910;LCOOL AL LICO
29052990;OUTROS
29053;- DI IS:
29053100;-- ETILENOGLICOL (ETANODIOL)
29053200;-- PROPILENOGLICOL (PROPANO-1,2-DIOL)
290539;-- OUTROS
29053910;2-METIL-2,4-PENTANODIOL (HEXILENOGLICOL)
29053920;TRIMETILENOGLICOL (1,3-PROPANODIOL)
29053930;1,3-BUTILENOGLICOL (1,3-BUTANODIOL)
29053990;OUTROS
29054;- OUTROS POLI LCOOIS:
29054100;-- 2-ETIL-2-(HIDROXIMETIL)PROPANO-1,3-DIOL (TRIMETILOLPROPANO)
29054200;-- PENTAERITRITOL (PENTAERITRITA)
29054300;-- MANITOL
29054400;-- D-GLUCITOL (SORBITOL)
29054500;-- GLICEROL
29054900;-- OUTROS
29055;- DERIVADOS HALOGENADOS, SULFONADOS, NITRADOS OU NITROSADOS DOS  LCOOIS AC CLICOS:
29055100;-- ETCLORVINOL (DCI)
290559;-- OUTROS
29055910;HIDRATO DE CLORAL
29055990;OUTROS
2906;LCOOIS C CLICOS E SEUS DERIVADOS HALOGENADOS, SULFONADOS, NITRADOS OU NITROSADOS.
29061;- CICL NICOS, CICL NICOS OU CICLOTERP NICOS:
29061100;-- MENTOL
29061200;-- CICLOEXANOL, METILCICLOEXAN IS E DIMETILCICLOEXAN IS
29061300;-- ESTER IS E INOSIT IS
290619;-- OUTROS
29061910;DERIVADOS DO MENTOL
29061920;"BORNEOL; ISOBORNEOL"
29061930;TERPINA E SEU HIDRATO
29061940;LCOOL FENCH LICO (1,3,3-TRIMETIL-2-NORBORNANOL)
29061950;TERPINE IS
29061990;OUTROS
29062;- AROM TICOS:
29062100;--  LCOOL BENZ LICO
290629;-- OUTROS
29062910;2-FENILETANOL
29062920;DICOFOL
29062990;OUTROS
2907;"FEN IS; FEN IS- LCOOIS."
29071;- MONOFEN IS:
29071100;-- FENOL (HIDROXIBENZENO) E SEUS SAIS
29071200;-- CRES IS E SEUS SAIS
29071300;"-- OCTILFENOL, NONILFENOL, E SEUS IS MEROS; SAIS DESTES PRODUTOS"
290715;-- NAFT IS E SEUS SAIS
29071510;BETA-NAFTOL E SEUS SAIS
29071590;OUTROS
290719;-- OUTROS
29071910;2,6-DI-TER-BUTIL-P-CRESOL E SEUS SAIS
29071920;O-FENILFENOL E SEUS SAIS
