NCM;DESCRICAO
61119090;OUTROS
6112;ABRIGOS (FATOS DE TREINO*) PARA ESPORTE, MACAC ES (FATOS-MACACOS*) E CONJUNTOS, DE ESQUI, MAI S (FATOS DE BANHO*), BIQU NIS, SHORTS (CAL  ES) E SUNGAS (SLIPS), DE BANHO, DE MALHA.
61121;- ABRIGOS (FATOS DE TREINO*) PARA ESPORTE:
61121100;-- DE ALGOD O
61121200;-- DE FIBRAS SINT TICAS
61121900;-- DE OUTRAS MAT RIAS T XTEIS
61122000;- MACAC ES (FATOS-MACACOS*) E CONJUNTOS, DE ESQUI
61123;- MAI S (FATOS DE BANHO*), SHORTS (CAL  ES) E SUNGAS (SLIPS), DE BANHO, DE USO MASCULINO:
61123100;-- DE FIBRAS SINT TICAS
61123900;-- DE OUTRAS MAT RIAS T XTEIS
61124;- MAI S (FATOS DE BANHO*) E BIQU NIS, DE BANHO, DE USO FEMININO:
61124100;-- DE FIBRAS SINT TICAS
61124900;-- DE OUTRAS MAT RIAS T XTEIS
61130000;VESTU RIO CONFECCIONADO COM TECIDOS DE MALHA DAS POSI  ES 59.03, 59.06 OU 59.07.
6114;OUTRO VESTU RIO DE MALHA.
61142000;- DE ALGOD O
61143000;- DE FIBRAS SINT TICAS OU ARTIFICIAIS
611490;- DE OUTRAS MAT RIAS T XTEIS
61149010;DE L  OU DE PELOS FINOS
61149090;OUTROS
6115;MEIAS-CAL AS, MEIAS ACIMA DO JOELHO, MEIAS AT  O JOELHO E ARTIGOS SEMELHANTES, INCLUINDO AS MEIAS-CAL AS, MEIAS ACIMA DO JOELHO E MEIAS AT  O JOELHO, DE COMPRESS O DEGRESSIVA (AS MEIAS PARA VARIZES, POR EXEMPLO), DE MALHA.
611510;- MEIAS-CAL AS, MEIAS ACIMA DO JOELHO E MEIAS AT  O JOELHO, DE COMPRESS O DEGRESSIVA (AS MEIAS PARA VARIZES, POR EXEMPLO)
6115101;MEIAS-CAL AS
61151011;DE FIBRAS SINT TICAS, DE T TULO INFERIOR A 67 DECITEX POR FIO SIMPLES
61151012;DE FIBRAS SINT TICAS, DE T TULO IGUAL OU SUPERIOR A 67 DECITEX POR FIO SIMPLES
61151013;DE L  OU DE PELOS FINOS
61151014;DE ALGOD O
61151019;DE OUTRAS MAT RIAS T XTEIS
6115102;MEIAS ACIMA DO JOELHO E MEIAS AT  O JOELHO, DE USO FEMININO, DE T TULO INFERIOR A 67 DECITEX POR FIO SIMPLES
61151021;DE FIBRAS SINT TICAS OU ARTIFICIAIS
61151022;DE ALGOD O
61151029;DE OUTRAS MAT RIAS T XTEIS
6115109;OUTRAS
61151091;DE L  OU DE PELOS FINOS
61151092;DE ALGOD O
61151093;DE FIBRAS SINT TICAS
61151099;DE OUTRAS MAT RIAS T XTEIS
61152;- OUTRAS MEIAS-CAL AS:
61152100;-- DE FIBRAS SINT TICAS, DE T TULO INFERIOR A 67 DECITEX POR FIO SIMPLES
61152200;-- DE FIBRAS SINT TICAS, DE T TULO IGUAL OU SUPERIOR A 67 DECITEX POR FIO SIMPLES
611529;-- DE OUTRAS MAT RIAS T XTEIS
61152910;DE L  OU DE PELOS FINOS
61152920;DE ALGOD O
61152990;OUTRAS
611530;- OUTRAS MEIAS ACIMA DO JOELHO E MEIAS AT  O JOELHO, DE USO FEMININO, DE T TULO INFERIOR A 67 DECITEX POR FIO SIMPLES
61153010;DE FIBRAS SINT TICAS OU ARTIFICIAIS
61153020;DE ALGOD O
61153090;DE OUTRAS MAT RIAS T XTEIS
61159;- OUTROS:
61159400;-- DE L  OU DE PELOS FINOS
61159500;-- DE ALGOD O
61159600;-- DE FIBRAS SINT TICAS
61159900;-- DE OUTRAS MAT RIAS T XTEIS
6116;LUVAS, MITENES E SEMELHANTES, DE MALHA.
61161000;- IMPREGNADAS, REVESTIDAS, RECOBERTAS OU ESTRATIFICADAS, DE PL STICO OU DE BORRACHA
61169;- OUTRAS:
61169100;-- DE L  OU DE PELOS FINOS
61169200;-- DE ALGOD O
61169300;-- DE FIBRAS SINT TICAS
61169900;-- DE OUTRAS MAT RIAS T XTEIS
6117;"OUTROS ACESS RIOS DE VESTU RIO, CONFECCIONADOS, DE MALHA; PARTES DE VESTU RIO OU DE SEUS ACESS RIOS, DE MALHA."
61171000;- XALES, ECHARPES, LEN OS DE PESCO O, CACHEN S, CACHEC IS, MANTILHAS, V US E SEMELHANTES
611780;- OUTROS ACESS RIOS
61178010;GRAVATAS, GRAVATAS-BORBOLETAS E PLASTRONS
61178090;OUTROS
61179000;- PARTES
62;VESTU RIO E SEUS ACESS RIOS, EXCETO DE MALHA.
6201;SOBRETUDOS, JAPONAS, GAB ES, CAPAS, ANORAQUES, CASACOS (BLUS ES*) E SEMELHANTES, DE USO MASCULINO, EXCETO OS ARTIGOS DA POSI  O 62.03.
62012000;- DE L  OU DE PELOS FINOS
62013000;- DE ALGOD O
62014000;- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62019000;- DE OUTRAS MAT RIAS T XTEIS
6202;MANT S (CASACOS COMPRIDOS*), CAPAS, ANORAQUES, CASACOS (BLUS ES*) E SEMELHANTES, DE USO FEMININO, EXCETO OS ARTIGOS DA POSI  O 62.04.
62022000;- DE L  OU DE PELOS FINOS
62023000;- DE ALGOD O
62024000;- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62029000;- DE OUTRAS MAT RIAS T XTEIS
6203;TERNOS (FATOS*), CONJUNTOS, PALET S (CASACOS*), CAL AS, JARDINEIRAS, BERMUDAS E SHORTS (CAL  ES) (EXCETO DE BANHO), DE USO MASCULINO.
62031;- TERNOS (FATOS*):
62031100;-- DE L  OU DE PELOS FINOS
62031200;-- DE FIBRAS SINT TICAS
62031900;-- DE OUTRAS MAT RIAS T XTEIS
62032;- CONJUNTOS:
62032200;-- DE ALGOD O
62032300;-- DE FIBRAS SINT TICAS
620329;-- DE OUTRAS MAT RIAS T XTEIS
62032910;DE L  OU DE PELOS FINOS
62032990;OUTROS
62033;- PALET S (CASACOS*):
62033100;-- DE L  OU DE PELOS FINOS
62033200;-- DE ALGOD O
62033300;-- DE FIBRAS SINT TICAS
62033900;-- DE OUTRAS MAT RIAS T XTEIS
62034;- CAL AS, JARDINEIRAS, BERMUDAS E SHORTS (CAL  ES):
62034100;-- DE L  OU DE PELOS FINOS
62034200;-- DE ALGOD O
62034300;-- DE FIBRAS SINT TICAS
62034900;-- DE OUTRAS MAT RIAS T XTEIS
6204;TAILLEURS (FATOS DE SAIA-CASACO*), CONJUNTOS, BLAZERS (CASACOS*), VESTIDOS, SAIAS, SAIAS-CAL AS, CAL AS, JARDINEIRAS, BERMUDAS E SHORTS (CAL  ES) (EXCETO DE BANHO), DE USO FEMININO.
62041;- TAILLEURS (FATOS DE SAIA-CASACO*):
62041100;-- DE L  OU DE PELOS FINOS
62041200;-- DE ALGOD O
62041300;-- DE FIBRAS SINT TICAS
62041900;-- DE OUTRAS MAT RIAS T XTEIS
62042;- CONJUNTOS:
62042100;-- DE L  OU DE PELOS FINOS
62042200;-- DE ALGOD O
62042300;-- DE FIBRAS SINT TICAS
62042900;-- DE OUTRAS MAT RIAS T XTEIS
62043;- BLAZERS (CASACOS*):
62043100;-- DE L  OU DE PELOS FINOS
62043200;-- DE ALGOD O
62043300;-- DE FIBRAS SINT TICAS
62043900;-- DE OUTRAS MAT RIAS T XTEIS
62044;- VESTIDOS:
62044100;-- DE L  OU DE PELOS FINOS
62044200;-- DE ALGOD O
62044300;-- DE FIBRAS SINT TICAS
62044400;-- DE FIBRAS ARTIFICIAIS
62044900;-- DE OUTRAS MAT RIAS T XTEIS
62045;- SAIAS E SAIAS-CAL AS:
62045100;-- DE L  OU DE PELOS FINOS
62045200;-- DE ALGOD O
62045300;-- DE FIBRAS SINT TICAS
62045900;-- DE OUTRAS MAT RIAS T XTEIS
62046;- CAL AS, JARDINEIRAS, BERMUDAS E SHORTS (CAL  ES):
62046100;-- DE L  OU DE PELOS FINOS
62046200;-- DE ALGOD O
62046300;-- DE FIBRAS SINT TICAS
62046900;-- DE OUTRAS MAT RIAS T XTEIS
6205;CAMISAS DE USO MASCULINO.
62052000;- DE ALGOD O
62053000;- DE FIBRAS SINT TICAS OU ARTIFICIAIS
620590;- DE OUTRAS MAT RIAS T XTEIS
62059010;DE L  OU DE PELOS FINOS
62059090;OUTRAS
6206;CAMISAS (CAMISEIROS*), BLUSAS, BLUSAS CHEMISIERS (BLUSAS-CAMISEIROS*), DE USO FEMININO.
62061000;- DE SEDA OU DE DESPERD CIOS DE SEDA
62062000;- DE L  OU DE PELOS FINOS
62063000;- DE ALGOD O
62064000;- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62069000;- DE OUTRAS MAT RIAS T XTEIS
6207;CAMISETAS INTERIORES (CAMISOLAS INTERIORES*), CUECAS, CEROULAS, CAMISOL ES (CAMISAS DE NOITE*), PIJAMAS, ROUP ES DE BANHO, ROBES, E ARTIGOS SEMELHANTES, DE USO MASCULINO.
62071;- CUECAS E CEROULAS:
62071100;-- DE ALGOD O
62071900;-- DE OUTRAS MAT RIAS T XTEIS
62072;- CAMISOL ES (CAMISAS DE NOITE*) E PIJAMAS:
62072100;-- DE ALGOD O
62072200;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62072900;-- DE OUTRAS MAT RIAS T XTEIS
62079;- OUTROS:
62079100;-- DE ALGOD O
620799;-- DE OUTRAS MAT RIAS T XTEIS
62079910;DE FIBRAS SINT TICAS OU ARTIFICIAIS
62079990;OUTROS
6208;CORPETES (CAMISOLAS INTERIORES*), COMBINA  ES, AN GUAS (SAIOTES), CALCINHAS, CAMISOLAS (CAMISAS DE NOITE*), PIJAMAS, D SHABILL S, ROUP ES DE BANHO, PENHOARES (ROBES DE QUARTO*), E ARTIGOS SEMELHANTES, DE USO FEMININO.
62081;- COMBINA  ES E AN GUAS (SAIOTES):
62081100;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62081900;-- DE OUTRAS MAT RIAS T XTEIS
62082;- CAMISOLAS (CAMISAS DE NOITE*) E PIJAMAS:
62082100;-- DE ALGOD O
62082200;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62082900;-- DE OUTRAS MAT RIAS T XTEIS
62089;- OUTROS:
62089100;-- DE ALGOD O
62089200;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62089900;-- DE OUTRAS MAT RIAS T XTEIS
6209;VESTU RIO E SEUS ACESS RIOS, PARA BEB S.
62092000;- DE ALGOD O
62093000;- DE FIBRAS SINT TICAS
620990;- DE OUTRAS MAT RIAS T XTEIS
62099010;DE L  OU DE PELOS FINOS
62099090;OUTRAS
6210;VESTU RIO CONFECCIONADO COM AS MAT RIAS DAS POSI  ES 56.02, 56.03, 59.03, 59.06 OU 59.07.
62101000;- COM AS MAT RIAS DAS POSI  ES 56.02 OU 56.03
62102000;- OUTRO VESTU RIO, DO TIPO ABRANGIDO PELA POSI  O 62.01
62103000;- OUTRO VESTU RIO, DO TIPO ABRANGIDO PELA POSI  O 62.02
62104000;- OUTRO VESTU RIO DE USO MASCULINO
62105000;- OUTRO VESTU RIO DE USO FEMININO
6211;"ABRIGOS (FATOS DE TREINO*) PARA ESPORTE, MACAC ES (FATOS-MACACOS*) E CONJUNTOS, DE ESQUI, MAI S (FATOS DE BANHO*), BIQU NIS, SHORTS (CAL  ES) E SUNGAS (SLIPS), DE BANHO; OUTRO VESTU RIO."
62111;- MAI S (FATOS DE BANHO*), BIQU NIS, SHORTS (CAL  ES) E SUNGAS (SLIPS), DE BANHO:
62111100;-- DE USO MASCULINO
62111200;-- DE USO FEMININO
62112000;- MACAC ES (FATOS-MACACOS*) E CONJUNTOS, DE ESQUI
62113;- OUTRO VESTU RIO DE USO MASCULINO:
62113200;-- DE ALGOD O
62113300;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
621139;-- DE OUTRAS MAT RIAS T XTEIS
62113910;DE L  OU DE PELOS FINOS
62113990;OUTRAS
62114;- OUTRO VESTU RIO DE USO FEMININO:
62114200;-- DE ALGOD O
62114300;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62114900;-- DE OUTRAS MAT RIAS T XTEIS
6212;SUTI S, CINTAS, ESPARTILHOS, SUSPENS RIOS, LIGAS E ARTIGOS SEMELHANTES, E SUAS PARTES, MESMO DE MALHA.
62121000;- SUTI S E BUSTI S (SUTI S DE C S ALTO*)
62122000;- CINTAS E CINTAS-CAL AS
62123000;- MODELADORES DE TORSO INTEIRO (CINTAS-SUTI S*)
62129000;- OUTROS
6213;LEN OS DE ASSOAR E DE BOLSO.
62132000;- DE ALGOD O
621390;- DE OUTRAS MAT RIAS T XTEIS
62139010;DE SEDA OU DE DESPERD CIOS DE SEDA
62139090;OUTROS
6214;XALES, ECHARPES, LEN OS DE PESCO O, CACHEN S, CACHEC IS, MANTILHAS, V US E ARTIGOS SEMELHANTES.
62141000;- DE SEDA OU DE DESPERD CIOS DE SEDA
62142000;- DE L  OU DE PELOS FINOS
62143000;- DE FIBRAS SINT TICAS
62144000;- DE FIBRAS ARTIFICIAIS
621490;- DE OUTRAS MAT RIAS T XTEIS
62149010;DE ALGOD O
62149090;OUTROS
6215;GRAVATAS, GRAVATAS-BORBOLETAS (LA OS*) E PLASTR ES.
62151000;- DE SEDA OU DE DESPERD CIOS DE SEDA
62152000;- DE FIBRAS SINT TICAS OU ARTIFICIAIS
62159000;- DE OUTRAS MAT RIAS T XTEIS
62160000;LUVAS, MITENES E SEMELHANTES.
6217;"OUTROS ACESS RIOS CONFECCIONADOS DE VESTU RIO; PARTES DE VESTU RIO OU DOS SEUS ACESS RIOS, EXCETO AS DA POSI  O 62.12."
62171000;- ACESS RIOS
62179000;- PARTES
63;"OUTROS ARTIGOS T XTEIS CONFECCIONADOS; SORTIDOS; ARTIGOS DE MAT RIAS T XTEIS E ARTIGOS DE USO SEMELHANTE, USADOS; TRAPOS."
6301;COBERTORES E MANTAS.
63011000;- COBERTORES E MANTAS, EL TRICOS
63012000;- COBERTORES E MANTAS (EXCETO OS EL TRICOS), DE L  OU DE PELOS FINOS
63013000;- COBERTORES E MANTAS (EXCETO OS EL TRICOS), DE ALGOD O
63014000;- COBERTORES E MANTAS (EXCETO OS EL TRICOS), DE FIBRAS SINT TICAS
63019000;- OUTROS COBERTORES E MANTAS
6302;ROUPA DE CAMA, MESA, TOUCADOR OU COZINHA.
63021000;- ROUPA DE CAMA, DE MALHA
63022;- OUTRA ROUPA DE CAMA, ESTAMPADAS:
63022100;-- DE ALGOD O
63022200;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
63022900;-- DE OUTRAS MAT RIAS T XTEIS
63023;- OUTRA ROUPA DE CAMA:
63023100;-- DE ALGOD O
63023200;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
63023900;-- DE OUTRAS MAT RIAS T XTEIS
63024000;- ROUPA DE MESA, DE MALHA
63025;- OUTRA ROUPA DE MESA:
63025100;-- DE ALGOD O
63025300;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
630259;-- DE OUTRAS MAT RIAS T XTEIS
63025910;DE LINHO
63025990;OUTRAS
63026000;- ROUPA DE TOUCADOR OU DE COZINHA, DE TECIDOS ATOALHADOS (TURCOS) DE ALGOD O
63029;- OUTRA:
63029100;-- DE ALGOD O
63029300;-- DE FIBRAS SINT TICAS OU ARTIFICIAIS
630299;-- DE OUTRAS MAT RIAS T XTEIS
63029910;DE LINHO
63029990;OUTRAS
6303;"CORTINADOS, CORTINAS, REPOSTEIROS E ESTORES; SANEFAS."
63031;- DE MALHA:
63031200;-- DE FIBRAS SINT TICAS
630319;-- DE OUTRAS MAT RIAS T XTEIS
63031910;DE ALGOD O
63031990;OUTROS
63039;- OUTROS:
63039100;-- DE ALGOD O
63039200;-- DE FIBRAS SINT TICAS
63039900;-- DE OUTRAS MAT RIAS T XTEIS
6304;OUTROS ARTIGOS PARA GUARNI  O DE INTERIORES, EXCETO OS DA POSI  O 94.04.
63041;- COLCHAS:
63041100;-- DE MALHA
630419;-- OUTRAS
63041910;DE ALGOD O
63041990;DE OUTRAS MAT RIAS T XTEIS
63042000;- MOSQUITEIROS PARA CAMAS MENCIONADOS NA NOTA DE SUBPOSI  O 1 DO PRESENTE CAP TULO
63049;- OUTROS:
63049100;-- DE MALHA
63049200;-- DE ALGOD O, EXCETO DE MALHA
63049300;-- DE FIBRAS SINT TICAS, EXCETO DE MALHA
63049900;-- DE OUTRAS MAT RIAS T XTEIS, EXCETO DE MALHA
6305;SACOS DE QUAISQUER DIMENS ES, PARA EMBALAGEM.
63051000;- DE JUTA OU DE OUTRAS FIBRAS T XTEIS LIBERIANAS DA POSI  O 53.03
63052000;- DE ALGOD O
63053;- DE MAT RIAS T XTEIS SINT TICAS OU ARTIFICIAIS:
63053200;-- RECIPIENTES FLEX VEIS PARA PRODUTOS A GRANEL
630533;-- OUTROS, OBTIDOS A PARTIR DE L MINAS OU FORMAS SEMELHANTES DE POLIETILENO OU DE POLIPROPILENO
63053310;DE MALHA
63053390;OUTROS
63053900;-- OUTROS
63059000;- DE OUTRAS MAT RIAS T XTEIS
6306;"ENCERADOS E TOLDOS; TENDAS (INCLUINDO OS GAZEBOS TEMPOR RIOS E ARTIGOS SEMELHANTES); VELAS PARA EMBARCA  ES, PARA PRANCHAS   VELA OU PARA CARROS   VELA; ARTIGOS PARA ACAMPAMENTO."
63061;- ENCERADOS E TOLDOS:
63061200;-- DE FIBRAS SINT TICAS
630619;-- DE OUTRAS MAT RIAS T XTEIS
63061910;DE ALGOD O
63061990;OUTROS
63062;- TENDAS (INCLUINDO OS GAZEBOS TEMPOR RIOS E ARTIGOS SEMELHANTES):
63062200;-- DE FIBRAS SINT TICAS
630629;-- DE OUTRAS MAT RIAS T XTEIS
63062910;DE ALGOD O
63062990;OUTROS
630630;- VELAS
63063010;DE FIBRAS SINT TICAS
63063090;DE OUTRAS MAT RIAS T XTEIS
630640;- COLCH ES PNEUM TICOS
63064010;DE ALGOD O
63064090;DE OUTRAS MAT RIAS T XTEIS
63069000;- OUTROS
6307;OUTROS ARTIGOS CONFECCIONADOS, INCLUINDO OS MOLDES PARA VESTU RIO.
63071000;- RODILHAS, ESFREG ES, PANOS DE PRATO OU DE COZINHA, FLANELAS E ARTIGOS DE LIMPEZA SEMELHANTES
63072000;- CINTOS E COLETES SALVA-VIDAS
630790;- OUTROS
63079010;DE FALSO TECIDO (TECIDO N O TECIDO)
63079020;ARTIGO TUBULAR COM TRATAMENTO IGN FUGO, PR PRIO PARA SA DA DE EMERG NCIA DE PESSOAS, MESMO COM SEUS ELEMENTOS DE MONTAGEM
63079090;OUTROS
63080000;SORTIDOS CONSTITU DOS POR CORTES DE TECIDO E FIOS, MESMO COM ACESS RIOS, PARA CONFEC  O DE TAPETES, TAPE ARIAS, TOALHAS DE MESA OU GUARDANAPOS, BORDADOS, OU ARTIGOS T XTEIS SEMELHANTES, EM EMBALAGENS PARA VENDA A RETALHO.
630900;ARTIGOS DE MAT RIAS T XTEIS E ARTIGOS DE USO SEMELHANTE, USADOS.
63090010;VESTU RIO, SEUS ACESS RIOS, E SUAS PARTES
63090090;OUTROS
6310;TRAPOS, CORD IS, CORDAS E CABOS, DE MAT RIAS T XTEIS, EM FORMA DE DESPERD CIOS OU DE ARTIGOS INUTILIZADOS.
63101000;- SELECIONADOS
63109000;- OUTROS
64;"CAL ADO, POLAINAS E ARTIGOS SEMELHANTES; SUAS PARTES."
6401;CAL ADO IMPERME VEL DE SOLA EXTERIOR E PARTE SUPERIOR DE BORRACHA OU PL STICO, EM QUE A PARTE SUPERIOR N O TENHA SIDO REUNIDA   SOLA EXTERIOR POR COSTURA OU POR MEIO DE REBITES, PREGOS, PARAFUSOS, ESPIG ES OU DISPOSITIVOS SEMELHANTES, NEM FORMADA POR DIFERENTES PARTES REUNIDAS PELOS MESMOS PROCESSOS.
64011000;- CAL ADO COM BIQUEIRA PROTETORA DE METAL
64019;- OUTRO CAL ADO:
64019200;-- COBRINDO O TORNOZELO, MAS N O O JOELHO
640199;-- OUTRO
64019910;COBRINDO O JOELHO
64019990;OUTRO
6402;OUTRO CAL ADO COM SOLA EXTERIOR E PARTE SUPERIOR DE BORRACHA OU PL STICO.
64021;- CAL ADO PARA ESPORTE:
64021200;-- CAL ADO PARA ESQUI E PARA SURFE DE NEVE
64021900;-- OUTRO
64022000;- CAL ADO COM PARTE SUPERIOR EM TIRAS OU CORREIAS, FIXADOS   SOLA POR PREGOS, TACHAS, PINOS E SEMELHANTES
64029;- OUTRO CAL ADO:
640291;-- COBRINDO O TORNOZELO
64029110;COM BIQUEIRA PROTETORA DE METAL
64029190;OUTRO
640299;-- OUTRO
64029910;COM BIQUEIRA PROTETORA DE METAL
64029990;OUTRO
6403;CAL ADO COM SOLA EXTERIOR DE BORRACHA, PL STICO, COURO NATURAL OU RECONSTITU DO E PARTE SUPERIOR DE COURO NATURAL.
64031;- CAL ADO PARA ESPORTE:
64031200;-- CAL ADO PARA ESQUI E PARA SURFE DE NEVE
64031900;-- OUTRO
64032000;- CAL ADO COM SOLA EXTERIOR DE COURO NATURAL E PARTE SUPERIOR CONSTITU DA POR TIRAS DE COURO NATURAL PASSANDO PELO PEITO DO P  E ENVOLVENDO O DEDO GRANDE
64034000;- OUTRO CAL ADO, COM BIQUEIRA PROTETORA DE METAL
64035;- OUTRO CAL ADO, COM SOLA EXTERIOR DE COURO NATURAL:
640351;-- COBRINDO O TORNOZELO
64035110;COM SOLA DE MADEIRA E DESPROVIDO DE PALMILHA
64035190;OUTRO
640359;-- OUTRO
64035910;COM SOLA DE MADEIRA E DESPROVIDO DE PALMILHA
64035990;OUTRO
64039;- OUTRO CAL ADO:
640391;-- COBRINDO O TORNOZELO
64039110;COM SOLA DE MADEIRA E DESPROVIDO DE PALMILHA
64039190;OUTRO
640399;-- OUTRO
64039910;COM SOLA DE MADEIRA E DESPROVIDO DE PALMILHA
64039990;OUTRO
6404;CAL ADO COM SOLA EXTERIOR DE BORRACHA, PL STICO, COURO NATURAL OU RECONSTITU DO E PARTE SUPERIOR DE MAT RIAS T XTEIS.
64041;- CAL ADO COM SOLA EXTERIOR DE BORRACHA OU DE PL STICO:
64041100;"-- CAL ADO PARA ESPORTE; CAL ADO PARA T NIS, BASQUETEBOL, GIN STICA, TREINO E SEMELHANTES"
64041900;-- OUTRO
64042000;- CAL ADO COM SOLA EXTERIOR DE COURO NATURAL OU RECONSTITU DO
6405;OUTRO CAL ADO.
640510;- COM PARTE SUPERIOR DE COURO NATURAL OU RECONSTITU DO
64051010;COM SOLA EXTERIOR DE BORRACHA OU PL STICO E PARTE SUPERIOR DE COURO RECONSTITU DO
64051020;COM SOLA EXTERIOR DE COURO NATURAL OU RECONSTITU DO E PARTE SUPERIOR DE COURO RECONSTITU DO
64051090;OUTRO
64052000;- COM PARTE SUPERIOR DE MAT RIAS T XTEIS
64059000;- OUTRO
6406;"PARTES DE CAL ADO (INCLUINDO AS PARTES SUPERIORES, MESMO FIXADAS A SOLAS QUE N O SEJAM AS SOLAS EXTERIORES); PALMILHAS, REFOR OS INTERIORES E ARTIGOS SEMELHANTES, AMOV VEIS; POLAINAS, PERNEIRAS E ARTIGOS SEMELHANTES, E SUAS PARTES."
64061000;- PARTES SUPERIORES DE CAL ADO E SEUS COMPONENTES, EXCETO CONTRAFORTES E BIQUEIRAS R GIDAS
64062000;- SOLAS EXTERIORES E SALTOS, DE BORRACHA OU PL STICO
640690;- OUTROS
64069010;SOLAS EXTERIORES E SALTOS, DE COURO NATURAL OU RECONSTITU DO
64069020;PALMILHAS
64069090;OUTROS
65;CHAP US E ARTIGOS DE USO SEMELHANTE, E SUAS PARTES.
65010000;ESBO OS N O ENFORMADOS NEM NA COPA NEM NA ABA, DISCOS E CILINDROS, MESMO CORTADOS NO SENTIDO DA ALTURA, DE FELTRO, PARA CHAP US.
650200;ESBO OS DE CHAP US, ENTRAN ADOS OU OBTIDOS POR REUNI O DE TIRAS DE QUALQUER MAT RIA, SEM COPA NEM ABA ENFORMADAS E SEM GUARNI  ES.
65020010;DE PALHA FINA (MANILA, PANAM  E SEMELHANTES)
65020090;OUTROS
650400;CHAP US E OUTROS ARTIGOS DE USO SEMELHANTE, ENTRAN ADOS OU OBTIDOS POR REUNI O DE TIRAS, DE QUALQUER MAT RIA, MESMO GUARNECIDOS.
65040010;DE PALHA FINA (MANILA, PANAM  E SEMELHANTES)
65040090;OUTROS
650500;"CHAP US E OUTROS ARTIGOS DE USO SEMELHANTE, DE MALHA OU CONFECCIONADOS COM RENDAS, FELTRO OU OUTROS PRODUTOS T XTEIS, EM PE A (MAS N O EM TIRAS), MESMO GUARNECIDOS; COIFAS E REDES, PARA O CABELO, DE QUALQUER MAT RIA, MESMO GUARNECIDAS."
6505001;BON S
65050011;DE ALGOD O
65050012;DE FIBRAS SINT TICAS OU ARTIFICIAIS
65050019;DE OUTRAS MAT RIAS T XTEIS
6505002;GORROS
65050021;DE ALGOD O
65050022;DE FIBRAS SINT TICAS OU ARTIFICIAIS
65050029;DE OUTRAS MAT RIAS T XTEIS
6505003;CHAP US
65050031;DE ALGOD O
65050032;DE FIBRAS SINT TICAS OU ARTIFICIAIS
65050039;DE OUTRAS MAT RIAS T XTEIS
65050090;OUTROS
6506;OUTROS CHAP US E ARTIGOS DE USO SEMELHANTE, MESMO GUARNECIDOS.
650610;- CAPACETES E ARTIGOS DE USO SEMELHANTE, DE PROTE  O
65061010;DO TIPO UTILIZADO POR BOMBEIROS, COM VISEIRA E PROTETOR FACIAL INCORPORADOS
65061090;OUTROS
65069;- OUTROS:
65069100;-- DE BORRACHA OU DE PL STICO
65069900;-- DE OUTRAS MAT RIAS
65070000;CARNEIRAS, FORROS, CAPAS, ARMA  ES, PALAS E BARBICACHOS (FRANCALETES*), PARA CHAP US E ARTIGOS DE USO SEMELHANTE.
66;GUARDA-CHUVAS, SOMBRINHAS, GUARDA-S IS, BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS, E SUAS PARTES.
6601;GUARDA-CHUVAS, SOMBRINHAS E GUARDA-S IS (INCLUINDO AS BENGALAS-GUARDA-CHUVAS E OS GUARDA-S IS DE JARDIM E SEMELHANTES).
66011000;- GUARDA-S IS DE JARDIM E ARTIGOS SEMELHANTES
66019;- OUTROS:
660191;-- DE HASTE OU CABO TELESC PICO
66019110;COBERTOS DE TECIDO DE SEDA OU DE MAT RIAS T XTEIS SINT TICAS OU ARTIFICIAIS
66019190;OUTROS
66019900;-- OUTROS
66020000;BENGALAS, BENGALAS-ASSENTOS, CHICOTES, PINGALINS E ARTIGOS SEMELHANTES.
6603;PARTES, GUARNI  ES E ACESS RIOS, PARA OS ARTIGOS DAS POSI  ES 66.01 OU 66.02.
66032000;- ARMA  ES MONTADAS, MESMO COM HASTES OU CABOS, PARA GUARDA-CHUVAS, SOMBRINHAS OU GUARDA-S IS
66039000;- OUTROS
67;"PENAS E PENUGEM PREPARADAS E SUAS OBRAS; FLORES ARTIFICIAIS; OBRAS DE CABELO."
67010000;PELES E OUTRAS PARTES DE AVES, COM AS SUAS PENAS OU PENUGEM, PENAS, PARTES DE PENAS, PENUGEM E ARTIGOS DESTAS MAT RIAS, EXCETO OS PRODUTOS DA POSI  O 05.05, BEM COMO OS C LAMOS E OUTROS CANOS DE PENAS, TRABALHADOS.
6702;"FLORES, FOLHAGEM E FRUTOS, ARTIFICIAIS, E SUAS PARTES; ARTIGOS CONFECCIONADOS COM FLORES, FOLHAGEM E FRUTOS, ARTIFICIAIS."
67021000;- DE PL STICO
67029000;- DE OUTRAS MAT RIAS
